text,concept
"It seems clear to me that, in putting forward this Bill, the Government fail to understand the value of trade unionsí contribution to working practices, health and safety, productivity and the economy. The Government say that the aims of this Bill are to enable the UK to pursue an ambition to become the most prosperous major economy in the world by 2030, and to ensure that hard-working people are not disrupted by strike action.  I believe that, far from delivering those aims, the Bill is likely to work against them.",ECONOMIC
"I believe it is time for us to look for a more balanced and constructive approach to industrial relations in Britain, yet this Bill is an attack on the facility time of trade union representatives, which flies in the face of good industrial relations. The director general of the CBI said in 2009:

ìUnion reps constitute a major resource: there are approximately 2,000 workers who act as lay union representatives. We believe that modern representatives have lots to give their fellow employees and to the organisations that employ them.î
",RELATE
" In Britain, we are seeing an increase in workplace insecurity, with the number of people on zero-hours contracts rising rapidly, and many of those on such contracts are employed in the health care and education sectors. It is highly unlikely they will receive skills training and education at work, which will add to the trend of ever decreasing pay and skills and the low-pay, low-skill economy, which as a nation we cannot afford.",ECONOMIC
"If we want a more productive economy, the Government would do better to make investment in skills and technology a priority, rather than weakening the role of trade unions.",ECONOMIC
"The Bill is an unnecessary and vindictive attack on trade unions and undermines the democratic rights of working people, and I urge everybody in the House to vote against it.",AUTONOMY
"I have always found that working together across disagreements and towards a common goal is the best way to achieve success, not the Dickensian-style sledgehammer proposed in the Bill.",RELATE
"When even Conservative Members are referring to the Bill as ìFranco-styleî, we have to recognise that there is something seriously wrong.",JUST
"The Bill, by alienating trade unions and making it almost impossible for them to operate in a reasonable environment, would utterly threaten that approach and completely undermine the positive progress that is possible when people work together.
",RELATE
" Does he agree that in Scotland this law is not needed or wanted and is in fact an alien law that will create difficulties rather than help?
",CREATE
"I absolutely agree with my hon. Friend. In fact, many of the issues raised could be dealt with through general legislation rather than a specific trade union Bill.",CREATE
"Whatever views there might be on the political levy, the Bill is most certainly not the way to deal with it. Members are perfectly entitled to withdraw their support from the Labour party, as I know many SNP members have done, but the Bill is not the way to deal with that.",REPLIC
"The Bill is absolutely wrong. I can think of no other way to put it. The Government need to take a step back, listen to the contributions of Opposition Members, think again and introduce something completely different that respects and moves the trade union movement forward, rather than using a sledgehammer to shut it down.
",REPLIC
"My party believes that instead of pursuing further draconian measures aimed at restricting trade union activity, a speedy inquiry on industrial relations and employee rights should be convened to look into the role trade unions should play in a modern economy and the challenges faced by working people, such as zero-hours contracts, low pay and the increasing lack of workplace rights.",CREATE
"The Bill has been labelled the biggest attack on trade union activity for 30 years and follows a long line of anti-trade union laws brought in by Conservative Governments, most of which were not overturned by Labour Governments between 1997 and 2010.
",ADEQ
"By my counting, there were 10 Acts between 1980 and 1996 that attacked the trade unions. The coalition Government, much to their shame, tied in a further assault on trade unions with the issue of trust in politics in the Transparency of Lobbying, Non-Party Campaigning and Trade Union Administration Act 2014.",ADEQ
"The Bill aims to make it more difficult to take industrial action by forcing unions to give further notice before striking, introducing even higher thresholds for successful strike ballots and further restricting the right to picket. I note from elsewhereóthis is critical to how the Bill will workóthat the Government are minded to allow employers to bring in agency workers in the event of a strike. They are consulting on that currently. The Bill will undermine facility time, which will reduce the ability of union officials to represent their members at work.
",ACCESS
The UK has some of the most restrictive trade union laws in the western world.,ADEQ
" Regressive measures such as those in the Bill should make progressive politicians and individuals in Wales consider whether the responsibility for these issues should be devolved, instead of being held here in Westminster. I note that the Scottish Government are keen to press ahead with the devolution of employment rights. If these issues were devolved to Wales under a future Plaid Cymru Government, I suggest that there would be an alternative scenario to the one that we are faced with here today with this Billóa scenario where the role of trade unions in the workplace and public life is enhanced, helping to shape economic and industrial strategy, one where trade unions play a pivotal role in the management structures of the public and private sectors, and one where the pay and conditions of employees are strengthened to resemble European norms.
",CREATE
"The evidence is now, as it was then, that in those sectors of the economy where trade unions are organised, workers are more likely to be better paid, to enjoy better conditions and to have decent pensions",ECONOMIC
"less likely to be discriminated against, bullied and unfairly sacked, and more likely to work in a safe workplace and to have their voice heard.
",ECONOMIC
"Now, the so-called party for working people wants to weaken working people. It is part of a wider agenda. This is a Government that brook no opposition, that seek to curb independent critical voices such as charities and the BBC. Now, they want not only to weaken working people, but to bankrupt the Labour party with their proposals on party finance.
",POLIT
"It was put to me at the time, ìIf we were to have a cap of £5,000, it would bankrupt the Conservative party.î I said that it would be downright immoral if we sought to pitch the new arrangements in a way that would break the Tory party. We now have a Tory Government that seem to have no such moral compass.
",JUST
"From his years of experience in the trade union movement, what does he think the change to the political funding relationship with the Labour party will do to help the people the Conservative party says the Bill is aboutóthe people who want to go to work when there is a tube strike and the people who want to take their children to school when there is a teachersí strike? What on earth will changing the legislation about political fund ballots do to help those people?",CREATE
The idea of cabals of shop stewards who pursue nakedly party political or political agendas is a myth peddled by the Conservative party.,POLIT
"However, it is absolutely wrong to apply in this Bill a test that, were it to be applied in this place, would mean that very few people would come here.",CREATE
"On picketing, I stood on a picket line in my constituency in 2011. Six careworkers from 10 to 22 yearsí service faced being sacked by a Conservative council. Under the Bill, they would have had to report to and give their names to the police. As one of them said to me last week, ìJack, weíre not criminals.î As a police officer said to me last week in the west midlands, ìJack, this is not a police state.î",JUST
"On agency workers, lasting damage would be done to industrial relations if workforces were divided in the way that is proposed.",RELATE
To cut back facility time would rob people of the ability to have a friend in the world of work that they can count on at a time of need.,ACCESS
"Finally, to introduce the Bill on today of all days is a slap in the face that treats working people with contempt. This is arrogance that knows no bounds from a Government that are once again treating working people and trade unions as the enemy within.",POLIT
"If there is one thing that they understand, it is that the trade unions stand between the Government and their plans for wage cuts, privatisation and attacks on terms and conditions. That is what the Bill is all about.",POLIT
The Government now seek to clamp down on political opposition and leave workers defenceless against pay cuts and attacks on hard-won terms and conditions.,POLIT
"Will the hon. Gentleman confirm that this is not just an attack against one political party and that many organisations have benefited from trade union political funds?
",POLIT
"The Government who say that they are against red tape and regulation now want the biggest voluntary member group in our country to drown in red tape and bureaucracyóor ìblue tapeî, as it should indeed be called. What is this obsession with things that could be done electronically being done on paper? Do we want to live in a society where supervisors must be appointed for picket lines, wear a badge or armband, and have to give their names to the police in advance? That is in clause 9.
",AUTONOMY
"It is an attack not just on freedom of association but on freedom of speech. People have to give notice of what they are going to put on a blog or on Twitter. That is inventing the concept of secondary tweeting, for goodnessí sake. It is in the consultation document, and therefore can be enacted afterwards.",AUTONOMY
"Indeed, clause 9 states that the police must be notified in advance of trade union plans to use the internet or social media. Do we want to live in a society where the result of a ballot can have 79% of votes in favour of strike action, but it would be illegal for that strike to go ahead? That is in clauses 2 and 3. Do we want a society where the Government seek to stop the funding of political campaigns they do not like, and even seek to cut off funding to the Opposition that is meant in a democratic society to hold the Government to account?",AUTONOMY
"Do we want to live in a society with anti-trade union laws that the right hon. Member for Haltemprice and Howden (Mr Davis)óa distinguished Conservative politician who was once tipped for leadership of the Conservative partyódescribed as laws that would meet the approval of General Franco?
",JUST
"The Conservative party logo used to be the torch of freedom, but this Bill is the antithesis of freedom. It seems to many people in the country that the Conservative torch that they view as the torch of freedom is being extinguished by the Bill. I call on Members from across the House who believe in freedom, liberty and civil society to do the right thing and oppose this Bill.
",AUTONOMY
"The freedom to speak out against injustice and to campaign for economic equality and the rights and freedoms of workers is underpinned by the European convention on human rightsórights that were bitterly fought for by the blood, sweat and tears of our ancestors. The Government claim that they are forced to amend those rights, and we are led to believe that that is because the number of strikes called in recent years is a threat to our economic wellbeing. The total number of days lost in the 12 months preceding April 2015 was  704,000, but before the House becomes hysterical about that, it is important to note that historically that figure was in the millions. In fact, we are experiencing an all-time low for strike action, and it is at its lowest level since before 1990. The simple truth is that workers do not take the decision to strike lightly, and they never have.",AUTONOMY
"Is this Bill justified? The European convention clearly states in article 11 that a restriction on the right to strike would be judged by reference to whether it is

ìnecessary in a democratic societyî.

With strike action at an all-time low. I see no legal justification for such savage stripping of fundamental democratic rights.",LEGAL
"Let us leave human rights to one side for a moment and examine the next strand of the Governmentís argument, which is that trade union activity and the right to collectively bargain poses an economic threat. That is simply not the case. Evidence provided by the New Economics Foundation recently concluded that as a wage-led economy, the UKís prosperity depends on a substantial share of the national income going to wages.",ECONOMIC
"If we look at wage equality over the last four decades, we see that while many employers are equitable, a substantial number are not. Those employers share less of the profit that they generate with workers, and they do not alternatively invest that money in future industrial strategy. It is therefore critical that organisations that champion collective bargaining are able to represent their workers, and that those workers have the right to bargain collectively for their share in company and national revenue.
",ECONOMIC
"I stress that such rights are not simply to improve workersí living standards, but to enable the functioning of the economy as a whole. If wages continue to fall in real terms that implies a shrinking of the market. That inhibits profit and growth, and results in a vast reduction in the amounts recoverable in taxes by the Treasury. Indeed, proponents of the competitive marketóincluding those on the Government Benchesówould do well to understand that intrinsic to its very existence is not just the supply and demand of labour, but the freedom of labour to move and organise. Members who are fans of the free market mantras of Milton Friedman and co. will no doubt notice a real contradiction in terms. On the one hand, the Government advocate freedom and deregulation of company activity in their promotion of free market ideologies, but when it comes to the activity of workers it is a completely different story.",ECONOMIC
 This Bill is a clear breach of the European convention,LEGAL
and poses a real and present danger to our economic viability as a nation. I call on Members to reject this Bill today. Failure to do so will open an economic and democratic Pandoraís box that unleashes something so pernicious that we will not be able to close the lid again.,ECONOMIC
"A fundamental principle is at stake in this Bill, which is the ability of working people to combine in the trade union movement for their collective benefitóa combining together that has brought higher wages, better working conditions and enhanced rights at work.",ACCESS
 The Conservative partyís history is to attack that right to collect together.,AUTONOMY
"Interestingly, when he quoted Clement Attlee the Secretary of State did not mention that it was Attleeís Labour Government in 1946 that reversed that necessity to opt in to the political levy, because that was regarded as taking away power and balancing it too far from workers in the workplace. Let us not present something that has been a previous historical failure as an act of modernisation in 2015. This Bill is based on two fundamental flaws.",BALANC
"Does my hon. Friend agree that local government and public services are completely devolved to Wales, and that therefore the measures in the Bill and the check-off could not possible apply in Wales?
",REPLIC
"Striking is not a first resort, it is a last resort, but unfortunately the Bill is based on that misconception.",REPLIC
"The Bill is also based on a fundamental misunderstanding of the law as it stands. Nowhere is that better illustrated than in clause 9, which is the new set of requirements in relation to picketing. Conservative Members really must have little faith in the police and their ability to identify people on a picket line, given the number of requirements to be introduced.",ADEQ
"The Bill, the employment tribunal fees and the attack on the Human Rights Act are a combined attack on working people by a Government who have given up the mantle of one nation.",POLIT
" As a former trade union officer and a proud trade union MP, I am disgusted that the Government are prepared to undermine a vital component of British public life for the sake of narrow political self-interest.",POLIT
"The Bill is not a measured approach to industrial relations, it is a vicious and unprovoked assault on the labour movement. What problem are the Secretary of State and the Prime Minster trying to fix? Have I missed a tsunami of strikes or an outbreak of trade union militancy? The answer is no.",JUST
"As many of my colleagues have touched on the specific impact on industrial relations, I wish to talk about some of the wider ramifications of this legislation, in particular its impact on an issue that is close to my own heartóthe vital work of challenging political extremism in British society and the role that the trade union movement has played, and continues to play, in that.",POLIT
"As someone who has campaigned with organisations such as HOPE not hate, is my hon. Friend as concerned as I am that the Bill will damage funding for those organisations and their vital anti-racist, anti-fascist activity?",POLIT
"Under this legislation, all of that work is under threat. That is compounded by the horrendous gagging Act, and the resultant chill factor is unacceptable. Clause 10 would place severe restrictions on trade unionsí ability to raise and maintain their political funds, because every restriction placed on trade union support for the Labour party applies equally to the wider community campaigns that the movement undertakes.
",POLIT
I saw no evidence from any management I worked with of a desire within British industry to bring in such legislation.,ADEQ
Some of the proposals in the Bill are so bizarre that I cannot help but wonder if they were put in just so that they could be removed at a later point in the Billís  passage to give a false impression of just how reasonable the Government are.,POLIT
"The Bill would be bad for the economy, because trade unionsóyes, working with managementóhelp to spread the wealth that the country creates. The richest countries are not the ones with the 1% wealthiest elite, but the ones with the highest average wages.",ECONOMIC
"The Bill is about power. It is about removing power from any form of organised opposition to the Conservativesí dominance. They know that individual people are stronger when they stand together and therefore opposition to the Conservatives will be weakened by removing that collectivism, as my hon. Friend the Member for Torfaen (Nick Thomas-Symonds) explained so eloquently.",POWER
"In typically cynical and dishonest fashion, they cloak the Bill in the claim of protecting the public when in fact it does the opposite: it makes families and ordinary people much more insecure by taking away one of the few avenues of protection they have in their economic and working lives.",POWER
"There is a sinister and dangerous authoritarianism to the Governmentís actions. Attacking the funding of the Labour party, as the Bill clearly and deliberately does, breaks many long-standing political conventions.",POLIT
"We live in a pluralistic democracy at present, but that pluralism and democracy will be eroded yet again in a manner that is sinister and troubling. Trade unions are an essential part of any democratic civil society and that is presumably why this unpleasant, authoritarian Government are attacking them tonight.",JUST
The Bill is deeply damaging to workersí rights and is just the latest example of how out of touch the Government are with the hard-working people of this country.,RIGHTS
"As the Scottish National partyís spokesperson for equalities, women and children, I, along with colleagues across the Opposition Benches, recognise the important role that trade unions play in collective bargaining power that has benefited many women across my constituency to obtain fair pay for fair work in the recent equal pay dispute.",JUST
"The SNP strongly opposes the proposed reforms, because they will erode democracy in the workplace. The Bill would restrict the power of devolved Administrations, local governments and other public bodies to determine their own industrial relations.",AUTONOMY
Do Members on the Government Benches not see that good employment practices are key to economic competitiveness and social justice? Workers across the UK deserve the right to strike. It is an important outlet to promote social justice and improve employment conditions. The reforms would not allow social justice in the workplace to be pursued.,ECONOMIC
The UK Governmentís Trade Union Bill starts from the false premise that unions are bad and that our activities should be curtailed.,POLIT
"I echo the sentiments of trade unions that rightly criticise the Bill for allowing

ìbusinesses to behave badly by undermining the right to strikeî.",RELATE
"Trade unions helped to establish the Equality Act 2010, protecting thousands of individuals from discrimination on the basis of gender, race, religion or sexuality. Those protections in the workplace allow those with additional needs or physical barriers to make a significant contribution to the workplace. Perhaps the Government should consider the hypocritical rhetoric of helping people back into work on one hand, while gradually eroding the role of trade unions in the workplace on the other.",POLIT
"Are the measures in the Bill necessary in a democratic society? I place the burden on the Government to justify them as proportional, and I implore the House to oppose this arbitrary Bill.",ADEQ
"I ask him to look into the naming of Bills in this House, because this Bill should really be called the  ìDeliberate Emasculation of Organised Labour and Abuse of Parliamentary Powers for Party Political Advantage Billî.
",POLIT
"This pathetic excuse for a Government does not have the statesmanship or the nous to understand that forcing their will on others in such a partisan way is simply wrong. Dressing it up as an extension of democracy is a joke. We all know that this is bad law made by political pygmies, and bad laws must be resisted.",POLIT
"The Bill attempts to build on the disgraceful lobbying Act, the gerrymandering of constituency boundaries and the attacks on voter registration. It is an act of a weak, spiteful Government and it will be resisted and ultimately defeated.",POLIT
It is sad that there are so few Tories here tonight when they are destroying the rights of trade unionists and democracy itself.,JUST
"There are not a lot of strikes at the moment, but this Bill will provoke more and more.",RELATE
"In fact, only one in five ballots leads to a strike, and the statistics over previous years show that the average trade unionist will strike only one day in 15 years. There is no problem to be solved,",ADEQ
this is an ideologically driven attack on peopleís rights to democracy and collectively to stand up for their rights at work.,POLIT
"Exports of goods are now down to the lowest level since 2010. We want co-operation and collaboration to boost productivity, not a recipe for further conflict, but instead we see a Bill that will provoke people on the streets, quite rightly, to stand up for their rights. That will be an ugly affair that we do not want to see.",ECONOMIC
"We have heard that the Bill is in breach of article 11 of the European convention on human rights. Russian television approached me to talk about it, partly because I am a member of the Council of Europe, as it was thought to be such an appalling abuse of peopleís rights.",LEGAL
"We have heard about democracy and the fact that abstentions would count as no votes, we would not expect that of a totalitarian regime or a dictatorship.",JUST
"We see attacks on trade unionists in undeveloped democracies, such as Colombia, and we saw them in pre-war Germany. This is reaching an awful level and we should all resist it vehemently.",JUST
"Agency workers will now be seen as scabs and not as trustworthy parts of the community. We have seen division between nations, with Wales and Scotland not being consulted, between management and workers and between workers themselves.
",RELATE
"This is another step towards eliminating our democratic rights, alongside the gerrymandering we will see in the boundary changes and the individual registration changes. This is a horrible time for Britain. People will resist the Bill and the Tories should think twice about moving forward with such an awful bit of legislation.",POWER
"I come to the Chamber to speak today because it is right to oppose this ideological attack on workers, a Bill that will have widespread ramifications for workersí ability to organise and take industrial action, which we on the Scottish National party Benches view as deeply pernicious.",POLIT
"It can be no coincidence that any increase in public sector strike action coincides with Tory-imposed austerity on public sector services and the restriction of access to justice with the implementation of tribunal fees, especially for women.",ACCESS
"It will come as no surprise to anyone who has heard the Toriesí poisonous rhetoric towards trade unions that this Bill should seek to undermine workersí rights. If anybody had yet to see through the Toriesí claim to be the ìparty of working peopleî, the Bill exposes that claim as the ridiculous and ludicrous lie that it is.",POLIT
We should protect their right to strike with every breath we have.,RIGHTS
"It is important in matters such as pay, work and employment conditions that unions are the first point of support and advice to people across all types of professions. In attacking the trade unions, the UK Government are actively undermining their support and attacking the ability of workers to stand up for their own rights.",COLLECTIVE
"This measure effectively treats abstentions as no votes, which warps the democratic process. Indeed, the 40% rule will be familiar to people in my Glasgow East constituency and in Scotland, as the same trick that saw the í79 devolution referendum overturnedówith the abstention of even the dead yet to be removed from the electoral register counting as a no vote.
",AUTONOMY
This Bill will damage workersí rights and impose undemocratic and hypocritical restrictions on the right to strike.,AUTONOMY
"Rather than de-legitimising last-resort industrial action, this Government should be working with trade unions and employers to create a better environment. That would be a far more ambitious and constructive approach to take if this Bill really were about progress.",BALANC
"This Bill, the so-called Trade Union Bill, is in reality a threat to all our rights at work. The Conservatives claim to be the ìparty of working peopleî, yet with this Bill they have committed the biggest attack on workersí rights in 30 years.",RIGHTS
No party can claim to be representative of workers when they attack the workersí very own institutionsóthe trade unions.,AUTONOMY
"I worked with management over many issues, including the complete overhaul of pay structures and terms and conditions in the NHS, known as ìAgenda For Changeî. We worked tirelessly with management to influence and implement these new measures, which could not have been achieved without adequate facility time for representatives. Facility time is not a drain on the public purse.",ADEQ
"I am sure my hon. Friend is aware that the TUC estimates that union workplace representatives contribute to overall productivity gains that are worth between £4 billion and £12 billion. Does she agree that measures that have had such a positive effect on productivity should be welcomed and, indeed, promoted?",ECONOMIC
"Facility time is not a drain on the public purse, in fact, it is linked to increased productivity, which, as we all know, is crucial to the delivery of high-quality and cost-effective care in the NHS. ",ECONOMIC
There is a huge economic case for retaining the current arrangements.,ADEQ
"Capping facility time is an attempt to solve a problem that simply does not exist.
",ADEQ
" The report also gives substantial evidence of close working between union reps and management, with managers reporting a high level of trust in their union colleagues.

The facility time proposals appear to have been drawn up by people who know the price of everything and the value of nothing. I call for the provisions in this Bill to be rejected.",RELATE
"It seems to me that the Bill is an attempt to create easy headlines about the way in which the Government are clamping down on unions, playing to a rhetoric that is based not on fact but on prejudiceóand boy, have we  heard plenty of prejudice from the Government Benches today.",POLIT
"It is a prejudice that is rooted in the outdated and offensive view that trade unions are the enemy within. Every one of us in this place will have constituents who are members of trade unions. They are not revolutionaries, they are not radicals, they are ordinary men and women who want to organise themselves collectively to strive for better working conditions.",POLIT
"It is clear that trade unions can play a vital role, so why are enclaves of radicalism such as the British Medical Association, the Headmastersí and Headmistressesí Conference, the Royal College of Midwives, the Royal College of Nursing and the Society of Authors being attacked in this way?",COLLECTIVE
"Many individuals do not wish their employers to know that they belong to a union, because, sadly, victimisation of trade union members is still commonplace. Surely, in a free society, trade unions should be able to guarantee to their members that this information will not be disclosed except under the most stringent conditions.",RELATE
"The age-old entitlement of lawyers to observe client confidentiality is threatened by the Bill, which puts trade union membership on a par with the activities of criminals and terrorists. Whatever happened to privacy and confidentiality?",COLLECTIVE
"But the Bill is not done with offending principles of natural justice. The cumulative impact of the new proposals would mean that the certification officer was responsible for making a complaint, investigating it, reaching a decision, and setting a punishment.",JUST
"Most bizarrely, the Bill allows any member of a union to enforce an order from the certification officer rather than the certification officer doing so himself. That is an outrageous outsourcing of justice, enabling private individuals to enforce state orders for their own ends.",JUST
"There appears to be no requirement for the union member to have any particular interest in the order. It is like saying to a Tesco Clubcard member, ìYou can collect a fine imposed by the Office of Fair Trading.î What perceived problem is that provision intended to deal with? Is the certification officer not capable of enforcing his own orders? The Bill imposes a whole new layer of bureaucracy and burdens on trade unions. Whatever happened to the red tape challenge?",ENFORCE
"Let me end by saying that there is absolutely nothing in the Bill that we can commend. There is nothing in it to tackle the industrial relations challenges that we face, and nothing to protect centuries-old principles of justice and confidentiality. Instead, we have been presented with a cynical and pernicious Bill that should be consigned to the dark recesses of prejudice whence it came.",JUST
"It is through that prism that I look at the Bill, which cannot be considered in isolation, but must be seen in the context of so many other proposals from this and the previous Government. The list is depressing. Other members have mentioned the gagging Act but, as a former BBC journalist, I am also alarmed to see public broadcasting under attack in favour of its politicised, corporate-owned and Conservative-supporting rivals.",POLIT
"There are the devastating cuts to legal aid and the restrictions on judicial review, undermining the fundamental principle of universal access to the law.",ACCESS
"The snoopers charter is extending the power of the state to scrutinise us, while our powers to scrutinise the state are watered down by the freedom of information ìreviewî.",ACCESS
"There is the plan to repeal the Human Rights Act, a great achievement of the last Labour Government. Perhaps most perniciously, there are the fundamental attacks on our democracy: more appointments to the other place, millions disfranchised, and boundaries fixed in favour of this Governmentís own party. Quite simply, this Bill is part of the same agenda.
",POLIT
"The rights to freedom of assembly, freedom of association and freedom of expression are all enshrined in the convention on human rights, and all are undermined by this Bill.",LEGAL
"In 1947, Churchill, hardly a militant socialist, acknowledged that

ìthe right of individual labouring men and women to adjust their wages and conditions by collective bargaining, including the right to strikeî

were ìpillarsî of British life, but todayís Conservative party apparently wants to demolish those pillars.",COLLECTIVE
"Those who seek justice at work will be tracked and treated like criminals, their social media monitored and their details shared with police. Those who protest will be forced to wear identifying marks and carry letters of authorisation.",JUST
"This is an attack not just on workersí rights, but on our most basic and fundamental human rights. As Liberty has said:

ìApplied to any type of protest these proposals would be a mark of an authoritarian and controlling Government.î",JUST
"Not only does this Bill have the wrong answers, but it is not even asking the right questions. It shows that the powerful now wish to hold the powerless to account.
",POWER
"This Bill fails all four tests. The three clearest examples are: treating abstentions as no votes, which is clearly against the international standard and the international norm, putting greater restrictions on public services, a category drawn much more broadly than the international community would permit, and the unjustifiable restrictions on rights of protest both in picketing and away from picketing.",LEGAL
"So this is not only a blow for trade unions and trade unionism, it is also a blow for human rights and civil liberties, and that is why we must vote against it.",JUST
"Then, of course, I realised that it was all a charade, a fabrication concocted by the Conservative public relations machine to mask the true intent of these proposals. No matter how many crocodile anecdotes and weasel words they come up with, the truth is that this is an anti-trade union Bill.",POLIT
"Why the requirement for 40%, we might ask. That is simply the result of a calculation by the Government that, when opinion is divided, a union will have to have participation levels of 80% or more. They rightly think that that will be very difficult to obtain, and of course they are doing nothing to improve participation through e-balloting or other contemporary mechanisms. This is simply a ploy to prevent people from going on strike.",POLIT
"Given the way in which the Government talk about check-off and facility agreements, anyone would think that those were statutory requirements from which employers needed to be freed. They are, however, voluntary  arrangements that are freely entered into between employers and employees. If I am running a business, what right do this Government have to tell me how I should consult and involve my employees in that business?",POWER
Then there is the four-month expiry of mandate clause. Let us be clear: that is nothing other than a licence for bad employers to sit it out and wait for the mandate to expire. They can watch the clock ticking down and in the meantime bring in agency labour to undermine the union that has gone on strike.,RELATE
"Every clause in the Bill has been designed to make it harder for ordinary people to organise themselves at work and to advance and defend their rights, and to make it harder for their national organisations to operate on their behalf. That is why Scottish National party Members oppose these proposals completely.",COLLECTIVE
My final question is: why now? What great industrial crisis exists in Britain today that requires this Bill to be at the epicentre of the Governmentís legislative programme? There is none.,ADEQ
"The truth is that this is not about making Britain better or about running things better, it is about satisfying a blood lust inside the Conservative party. These are the most vindictive, narrow-minded and reactionary proposals that we have seen in this House, and we should reject them completely.
",POLIT
"As a trade unionist, I knew that taking strike action was a last resort, and not one that any of us wanted to take, but when all else fails, that is what is left. Without it, the bad bosses would not want to negotiate in the first place.",COLLECTIVE
"Does she agree therefore that it is fundamentally wrong that the Government should have an agenda that is designed, in effect, to bankrupt the Labour party and therefore break the voice of working people in Parliament?
",AUTONOMY
" This Bill, like so many others, rips up the constitution in favour of a naked political attack. It is an attack on the ability of trade unions and their members to have a say in politics, just at the time when it has never been more important that working people have a voice.
",POLIT
"There is no real wrong that this Bill is trying to right. It is not about high principle, just low politics.",POLIT
"I am not ashamed of the trade unionsí political work. They are part of our democracy, not a barrier to it. Working people in my constituency need a voice more than ever",AUTONOMY
"I rise to oppose this anti-trade union Bill. Should we be surprised by it, for have not the powerful always sought to take power from those people who get on and build our country?",POWER
"Against this adversaryóagainst the crushing hand of bad employers or the stateómen and women have organised, and nothing will stop their spirit in fighting for justice and making sure that they have better rights for the future.",JUST
"This Bill sets out to rob these people of those basic human rights, making it almost impossible for workers to exercise their right to take action, as detailed ballots are already so difficult to implement.",RIGHTS
"From talking to so many employers, particularly in the public sector, I know how they struggle to implement the current legislation on industrial ballots. One employer has 250 workplaces and has to know the jobs taking place in them and the grades involved. Obviously, as they do not know where their staff are, they struggle with the legislation.",CREATE
"The Government are now introducing more bureaucracy for employers, wasting more of the employersí resources.",ECONOMIC
"The advanced details that the Bill introduces deal with things such as the dispute plan, which interrupts industrial relations. That should be the subject we are debating today: how we create good industrial relations, and how we resolve the disputes and solve the real challenges facing workers at this time.",RELATE
"We have more days of strike action in the public sector, because the Government are using it as a tool against workers. But workers are responsible, they stand up for their rights and they always will. This piece of legislation should be ditched, so that it will not harm our members.
",RELATE
"I am very well aware that I stand on the shoulders of giants from the generations that have gone before me and fought for my rights in the workplaceóthe rights for a weekend, for maternity pay and for sick pay. Those rights make workers more productive and happy. If those on the Government Benches are serious about protecting and growing our economy, they would take trade unions seriously as a partner and strengthen their rights, not remove them.",ECONOMIC
"I am interested in seeing improvements to trade union rights in this country. Many colleagues have mentioned e-balloting. If we want more people to participate in a ballot, we should make it easier for them to do so.
",REPLIC
The thresholds proposed in the Bill are a hypocrisy. Why should we apply a higher standard to working people who wish to organise unions in this country than we apply to ourselves? I would not be serving in this House today if I had been expected to meet the thresholds  that have been proposed for our trade unions.,CREATE
"It is an attack on civil liberties. As has been mentioned, article 11 of the European convention on human rights states:

ìEveryone has the right to freedom of peaceful assembly and to freedom of association, including the right to form and join trade unionsîó

for the protection of their interests. This Bill puts a restriction on peopleís rights, and I note that the briefing note sent to MPs from Liberty supports that view.",AUTONOMY
" It is a sorry state of affairs that the Government cannot see the huge economic benefits of trade union membership and strong trade unions. Looking at the relationship between two major economic trends since the 1970s, namely declining union membership and a shrinking share of wages and salaries in national income, it becomes clear that the UK has paid a heavy economic price for years of labour market deregulation and anti-union policies.",ECONOMIC
"The UK is wages-led: it is wages, not profits, that drive growth in our economy. If profit shares go up, as has been the case for the past four decades, demand actually decreases. A 1% increase in the profit share leads to a 0.13% decrease in demand, which is a loss of £2.21 billion to the economy at todayís levels.",ECONOMIC
"The role of trade unions in ensuring a successful economy must be recognised if the damaging decline in the portion of national income going to wages is to be reversed. It is for that reason that I will oppose this Bill this evening, and I urge Government Members to do the same.",ECONOMIC
"This Bill goes against the best traditions of the Conservative party. If its members believe in free markets, they must surely believe in free labour. Perhaps that is why, in 1948, Winston Churchill opposed attempts to politicise the attacks on party political funding and the funding of a Labour party. Perhaps that is also why, in 1984, Margaret Thatcher said that the Conservative party should tread with caution before behaving in such a partisan way.",POLIT
This Bill does two things: it attacks the freedoms and liberties of working people and it makes a partisan attack on the funding of Her Majestyís Opposition.,POLIT
"The Government say that they want to give trade unions more democratic legitimacy, but this is, in fact, about delegitimising trade unions, increasing the threshold they need in order to go on strike but  resisting their modernising calls to introduce electronic ballots.",AUTONOMY
"The Government pretend that commuters in Ilford North and across London will no longer be affected by tube strikes, but the transport unions do meet the threshold, so this is not an attack on tube drivers going on strike, it is an attack on midwives, dinnerladies and other low-paid public sector workers who have the temerity to take on this Government.",POLIT
"This is the Prime Minister who gags civil society, presiding over a Government who would have police officers taking the names of people on the picket lines when they should be out arresting criminals.",AUTONOMY
"They think that this is purely about the funding of our party, but it is not, it is about values and belief in democracy, equality, collectivism and social justice. Those are the values of the real party of the workers, and that is why I oppose this Bill.",JUST
"Trade unions are key social partners that play an important role in our society through effective democracy and by helping to ensure good employment practices, which directly promote economic competitiveness and social justice in wider society.",ECONOMIC
"Despite what some Members assert, the daily business of unions is not taken up with organising industrial action. They represent their members in many ways, ensuring healthy and safe workplaces, delivering learning opportunities and bargaining collectively to ensure that pay keeps pace with the cost of living, the benefits of which are also experienced by non-union members.",COLLECTIVE
