text,concept,person
] What Labour Members do not seem to realise is that what then happened to energy prices caused a crisis that has put up inflation throughout the western world.,not_statement,
Steve McCabe rose—  Grant Shapps I will just make this point because I think Labour Members may find it useful.,not_statement,
"Those prices going up throughout the rest of the world, including here, has also pushed up wage claims.",not_statement,
That is a cycle we must break.,not_statement,
Richard Burgon (Leeds East) (Lab) I thank the Secretary of State for giving way.,not_statement,
"Last week, Human Rights Watch warned that  “fundamental and hard-won rights are being systematically dismantled”  in the UK.",not_statement,
Is this anti-strike legislation part of the danger that Human Rights Watch is warning about?,not_statement,
Grant Shapps The International Labour Organisation itself says—I will cover this shortly in my speech—that I support the ILO in saying that; I absolutely agree it is right.,not_statement,
"I note, however, that the hon<prd> Gentleman did not mention the fact that he has received £94,000-plus from unions.",not_statement,
"Now, I have no issue with him receiving that money from unions—I do not think that we should have taxpayer-funded political parties in this House—but I think it is only right that when Opposition Members stand up, they reflect what is on their records, which is that they have received a lot of money from unions and now seek to represent them in the debate.",not_statement,
"There are those who, at the most terrifying time of their lives—perhaps with a poorly loved one—do not know whether an ambulance will arrive, because the unions have refused to provide a national safety net.",not_statement,
